id,Collector ID,Start Date,End Date,Email Address,First Name,Last Name,Custom Data 1,location,company_size,org_type,job_function_Software Architect,job_function_Security Engineer,job_function_Applications Developer,job_function_Mobile Developer,job_function_Back-End Developer,job_function_Front-End Developer,job_function_Full-Stack Developer,job_function_Game or Graphics Engineer,job_function_Quality Assurance Engineer,job_function_Development Manager,job_function_IT Manager/Operations,job_function_Software Development Management,job_function_DevOps Management,job_function_Product/Project Management,job_function_Release Management,job_function_Machine Learning Specialist,job_function_Data Scientist,job_function_Database Administrator,job_function_Training/Certification,job_function_Developer Relations,job_function_Sales,job_function_Marketing,job_function_Other (please specify),role,role_other_text,What is your job title?,data_center_Private cloud / on-premises,data_center_Public cloud,data_center_Hybrid cloud,data_center_Other (please specify),number_of_machines,activities_Develop software,activities_Test software,activities_Monitor and troubleshoot applications,activities_Architect software,activities_Manage deployment pipeline,activities_Manage security processes,activities_Manage data processes,activities_Work with AI and ML systems,activities_Work with infrastructure resources,activities_Cost management,"activities_Research, evaluate, and purchase new technologies",activities_Manage a cloud platform,container_Proof of concept,container_Development,container_Test,container_Production,kubernetes_Proof of concept,kubernetes_Development,kubernetes_Test,kubernetes_Production,kubernetes_Other (please specify),learn_Twitter,learn_YouTube,learn_Discuss Blog,learn_Meet ups and local events,learn_KubeCon,learn_StackOverflow,learn_Documentation,learn_Other (please specify),nps,nps_open,tech_explanation,non_tech_explanation,How would you explain to a colleague or friend the steps you’ve had to take thus far to reach your goals?,other_solutions,...80,...81,...82,...83,...84,...85,...86,...88
11476869366,257620230,2020-04-05T03:30:39Z,2020-04-05T03:42:16Z,NA,NA,NA,NA,North America,5000+,None of the above,Software Architect,NA,Applications Developer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Individual contributor,NA,Software Architect,NA,Public cloud,NA,NA,501-1000,Very involved,Very involved,Very involved,Very involved,Somewhat involved,Somewhat involved,Somewhat involved,Not involved,Not involved,Not involved,Somewhat involved,Somewhat involved,Currently using,Currently using,Currently using,Currently using,NA,NA,NA,Currently using,NA,Twitter,NA,NA,NA,NA,NA,Documentation,NA,8,"Automation, infrastructure as code, scalability",Cloud scale and automation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11476834779,257620230,2020-04-05T03:11:46Z,2020-04-05T03:16:20Z,NA,NA,NA,NA,North America,5000+,Managed service provider,NA,NA,NA,NA,Back-End Developer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Individual contributor,NA,Software Engineer,Private cloud / on-premises,Public cloud,Hybrid cloud,NA,5000+,Very involved,Very involved,Very involved,Very involved,Very involved,Very involved,NA,NA,NA,NA,Very involved,Very involved,Currently using,Currently using,Currently using,Currently using,NA,NA,Currently using,NA,NA,NA,NA,NA,NA,NA,NA,NA,work,9,Easy to deploy containers and manage their version,microservice deployment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11476802400,257620230,2020-04-05T02:43:13Z,2020-04-05T02:46:48Z,NA,NA,NA,NA,North America,50-99,None of the above,Software Architect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manager/Director,NA,Chief Architect,NA,Public cloud,NA,NA,6-20,Very involved,Very involved,Very involved,Very involved,Very involved,Very involved,Very involved,Not involved,Very involved,Very involved,Very involved,Very involved,Currently using,N/A,Currently using,Currently using,NA,NA,Currently using,Future plans,NA,Twitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11476793815,257620230,2020-04-05T02:37:56Z,2020-04-05T02:38:39Z,NA,NA,NA,NA,North America,5000+,None of the above,NA,Security Engineer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11476784682,257620230,2020-04-05T02:26:16Z,2020-04-05T02:31:07Z,NA,NA,NA,NA,North America,<10,Managed service provider,Software Architect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Executive,NA,NA,NA,Public cloud,NA,NA,6-20,Very involved,Very involved,Very involved,Very involved,Very involved,Very involved,Very involved,Not involved,Very involved,Very involved,Very involved,Very involved,Currently using,Currently using,Currently using,Currently using,NA,NA,NA,Currently using,NA,NA,NA,NA,NA,KubeCon,StackOverflow,Documentation,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11476769221,257620230,2020-04-05T02:15:44Z,2020-04-05T02:18:37Z,NA,NA,NA,NA,North America,100-499,None of the above,NA,NA,NA,NA,NA,NA,Full-Stack Developer,NA,NA,NA,NA,Software Development Management,DevOps Management,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Individual contributor,NA,Software Developer III,NA,Public cloud,NA,NA,21-50,Very involved,Very involved,Very involved,Very involved,Very involved,Very involved,Somewhat involved,Somewhat involved,Very involved,Not involved,Very involved,Somewhat involved,Currently using,Currently using,Currently using,Future plans,NA,Currently using,NA,Future plans,NA,Twitter,NA,Discuss Blog,NA,NA,NA,Documentation,NA,8,"Terrific platform, but a lot of work to make robust",Simple deployment and scalability without proprietary lock-in.,Simple deployment and scalability without proprietary lock-in.,NA,"AWS Fargate, as well as EC2 and AWS Lambda",NA,NA,NA,NA,NA,NA,NA,NA
11476750696,257620230,2020-04-05T01:56:30Z,2020-04-05T02:01:57Z,NA,NA,NA,NA,Europe,1000-4999,None of the above,NA,Security Engineer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DevOps Management,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Individual contributor,NA,senior software engineer,NA,Public cloud,NA,NA,2001-5000,Very involved,Somewhat involved,Very involved,Very involved,Very involved,Somewhat involved,Somewhat involved,Not involved,Somewhat involved,Somewhat involved,Very involved,Very involved,Used in the past,Currently using,Currently using,Currently using,Used in the past,NA,NA,Currently using,NA,Twitter,NA,NA,Meet ups and local events,KubeCon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11476734157,257620230,2020-04-05T01:43:43Z,2020-04-05T01:47:17Z,NA,NA,NA,NA,North America,5000+,Managed service provider,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Product/Project Management,NA,NA,NA,NA,NA,NA,NA,NA,NA,Professional Services/Consultant,NA,Program Manager,NA,NA,Hybrid cloud,NA,5000+,Not involved,Not involved,Very involved,Somewhat involved,Very involved,Somewhat involved,Not involved,Not involved,Very involved,Somewhat involved,Very involved,Very involved,Used in the past,Currently using,Currently using,Currently using,Used in the past,Future plans,NA,Currently using,NA,NA,NA,NA,NA,NA,NA,Documentation,Online courses,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11476725912,257620230,2020-04-05T01:37:03Z,2020-04-05T01:40:11Z,NA,NA,NA,NA,Europe,<10,Consultant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IT Manager/Operations,NA,DevOps Management,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Professional Services/Consultant,NA,IT Consultant,NA,Public cloud,NA,NA,6-20,Not involved,Somewhat involved,Very involved,Somewhat involved,Very involved,Very involved,Very involved,Not involved,Very involved,Very involved,Very involved,Very involved,Currently using,Currently using,Currently using,Currently using,NA,NA,Future plans,Currently using,NA,Twitter,YouTube,Discuss Blog,NA,NA,StackOverflow,Documentation,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11476715243,257620230,2020-04-05T01:26:15Z,2020-04-05T01:36:29Z,NA,NA,NA,NA,North America,50-99,Managed service provider,NA,NA,NA,NA,Back-End Developer,Front-End Developer,Full-Stack Developer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Individual contributor,NA,Senior Software Engineer,NA,Public cloud,NA,NA,101-200,Very involved,Very involved,Very involved,Somewhat involved,Very involved,Somewhat involved,Somewhat involved,Not involved,Not involved,Somewhat involved,Not involved,Somewhat involved,Currently using,Currently using,Currently using,Currently using,NA,NA,NA,Future plans,NA,NA,NA,NA,Meet ups and local events,NA,NA,NA,NA,10,It so flexible and configurable. I can do whatever I want. It’s like iPhone but for orchestrating containers.,We’re running the biggest registry of apps in the world.,Image if I work at warehouse that needs to store all cargo containers in the world.,Convert one service to K8s at a time.,Pure VM and Swarm.,NA,NA,NA,NA,NA,NA,NA,NA
11476707106,257620230,2020-04-05T01:20:29Z,2020-04-05T01:23:57Z,NA,NA,NA,NA,North America,5000+,Managed service provider,Software Architect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Individual contributor,NA,Principal Software Architect,Private cloud / on-premises,Public cloud,NA,NA,5000+,Not involved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Used in the past,NA,NA,NA,Used in the past,NA,NA,NA,Twitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11476654109,257620230,2020-04-05T00:36:28Z,2020-04-05T00:38:57Z,NA,NA,NA,NA,North America,100-499,None of the above,Software Architect,NA,Applications Developer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Individual contributor,NA,DA,Private cloud / on-premises,Public cloud,Hybrid cloud,NA,501-1000,Somewhat involved,Somewhat involved,Somewhat involved,Somewhat involved,Somewhat involved,Somewhat involved,Somewhat involved,Somewhat involved,Somewhat involved,Somewhat involved,Somewhat involved,Somewhat involved,Currently using,Currently using,Currently using,Currently using,NA,NA,NA,Currently using,NA,NA,NA,NA,Meet ups and local events,KubeCon,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11476644353,257620230,2020-04-05T00:25:02Z,2020-04-05T00:40:50Z,NA,NA,NA,NA,Europe,1000-4999,None of the above,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DevOps Management,NA,NA,NA,NA,NA,NA,NA,NA,NA,Infrastructure and tooling,Individual contributor,NA,Engineering team lead,Private cloud / on-premises,Public cloud,NA,NA,2001-5000,Somewhat involved,Somewhat involved,Very involved,Somewhat involved,Not involved,Somewhat involved,Not involved,Not involved,Very involved,Very involved,Very involved,Very involved,Currently using,Currently using,Currently using,Currently using,NA,NA,NA,Currently using,NA,Twitter,YouTube,Discuss Blog,Meet ups and local events,KubeCon,NA,Documentation,NA,10,"Increases development velocity, extensibility, developer experience","We offer a platform to our internal teams, centered around kubernetes with all batteries included.",We allow developers to focus on the business problem and remove obstacles (we make infrastructure easy when we can't make it invisible),"No mandates, treat what you're building as any other product, continuously do customer discovery, listen to your users","Mesos, ECS, Nomad, elastic beastalk. In kubernetes absence we'd probably continued running Mesos",NA,NA,NA,NA,NA,NA,NA,NA
11476640279,257620230,2020-04-05T00:22:44Z,2020-04-05T00:26:30Z,NA,NA,NA,NA,North America,<10,None of the above,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IT Manager/Operations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Professional Services/Consultant,NA,NA,Private cloud / on-premises,NA,NA,NA,201-500,Not involved,Not involved,Very involved,Not involved,Not involved,Not involved,Not involved,Not involved,Very involved,Somewhat involved,Somewhat involved,Very involved,Currently using,Future plans,Future plans,Future plans,NA,NA,Future plans,Currently using,NA,NA,NA,Discuss Blog,Meet ups and local events,KubeCon,NA,Documentation,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11476631846,257620230,2020-04-05T00:15:59Z,2020-04-05T00:19:00Z,NA,NA,NA,NA,North America,5000+,Managed service provider,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Software Development Management,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manager/Director,NA,Engineering manager,NA,NA,Hybrid cloud,NA,5000+,Very involved,Very involved,Very involved,Very involved,Very involved,Not involved,Somewhat involved,Somewhat involved,Very involved,Very involved,Very involved,Very involved,Currently using,Currently using,Currently using,Currently using,NA,NA,NA,Currently using,NA,NA,YouTube,NA,Meet ups and local events,KubeCon,NA,Documentation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11476619639,257620230,2020-04-05T00:03:59Z,2020-04-05T00:12:34Z,NA,NA,NA,NA,Europe,5000+,Managed service provider,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IT Manager/Operations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Professional Services/Consultant,NA,Architect,Private cloud / on-premises,NA,NA,NA,5000+,Not involved,Not involved,Very involved,Not involved,Somewhat involved,Somewhat involved,Somewhat involved,Not involved,Very involved,Somewhat involved,Very involved,Somewhat involved,Currently using,Currently using,Currently using,Currently using,NA,NA,NA,Currently using,NA,NA,NA,NA,NA,NA,NA,NA,Red Hat OpenShift training,10,It works great if the setup is good,Use resources effectively and little admin needed.,NA,"Build competence, build rock solid base infra and host setup. Automate all, used Ansible a lot.",Don’t know,NA,NA,NA,NA,NA,NA,NA,NA
11476608736,257620230,2020-04-04T23:56:49Z,2020-04-05T00:11:19Z,NA,NA,NA,NA,Australia,1000-4999,None of the above,Software Architect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Professional Services/Consultant,NA,Technical Lead,NA,Public cloud,NA,NA,21-50,Very involved,Very involved,Very involved,Very involved,Very involved,Very involved,Very involved,Somewhat involved,Very involved,Very involved,Somewhat involved,Very involved,Currently using,Future plans,Future plans,Future plans,Currently using,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Documentation,NA,7,Lot of learning and not documented properly . It's has a big learning curve,Na,Virtualization,NA,Serverless and platform as service,NA,NA,NA,NA,NA,NA,NA,NA
11476586131,257620230,2020-04-04T23:33:17Z,2020-04-04T23:45:18Z,NA,NA,NA,NA,Europe,1000-4999,None of the above,Software Architect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scientist/Researcher,NA,Senior Software Engineer/Technical Architect PaaS,Private cloud / on-premises,NA,NA,NA,2001-5000,Very involved,Somewhat involved,Very involved,Very involved,Very involved,Somewhat involved,Not involved,Not involved,Very involved,Not involved,Somewhat involved,Very involved,Currently using,Currently using,Currently using,Currently using,NA,NA,NA,Currently using,NA,Twitter,NA,NA,NA,NA,NA,NA,NA,10,Defacto standard for building a paas on.,Using kubernetes/openshift as building blocks for creating a plattform that work with our culture. Use knowledge learned for many years that is in those products.,"Run apps like google do. I know thwt is technically not correcy, but they sre non technical so it would not mean anything to them.",Ise industry standard tooling to build a paas instead of inveting things ourselves.,Vms on vmware/netapp before Openshift. We evaluated vloud foundry in 2015 but chosr OpenShift.,NA,NA,NA,NA,NA,NA,NA,NA
11476574974,257620230,2020-04-04T23:00:28Z,2020-04-04T23:30:58Z,NA,NA,NA,NA,Australia,1000-4999,None of the above,Software Architect,NA,NA,NA,Back-End Developer,NA,NA,NA,NA,NA,IT Manager/Operations,NA,DevOps Management,NA,NA,NA,NA,NA,Training/Certification,Developer Relations,NA,NA,NA,Individual contributor,NA,Senior Devops Engineer,Private cloud / on-premises,Public cloud,NA,NA,501-1000,Somewhat involved,Somewhat involved,Very involved,Not involved,Very involved,Somewhat involved,Not involved,Not involved,Very involved,Very involved,Somewhat involved,Very involved,NA,NA,NA,NA,Used in the past,NA,NA,Currently using,NA,Twitter,YouTube,NA,Meet ups and local events,NA,NA,Documentation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11476563732,257620230,2020-04-04T23:17:34Z,2020-04-04T23:24:35Z,NA,NA,NA,NA,Europe,5000+,None of the above,Software Architect,NA,Applications Developer,Mobile Developer,Back-End Developer,Front-End Developer,Full-Stack Developer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Professional Services/Consultant,NA,NA,Private cloud / on-premises,NA,NA,NA,201-500,Very involved,Very involved,Somewhat involved,Somewhat involved,Very involved,Not involved,Not involved,Not involved,Very involved,Not involved,Very involved,Somewhat involved,Used in the past,Currently using,Currently using,Future plans,NA,Used in the past,Currently using,Future plans,NA,Twitter,YouTube,NA,NA,NA,NA,Documentation,NA,10,NA,Manage Microservice Application,Easier manage a modern and complex application,Too many,Docker Swarm,NA,NA,NA,NA,NA,NA,NA,NA
11476562362,257620230,2020-04-04T23:17:33Z,2020-04-04T23:20:23Z,NA,NA,NA,NA,Europe,50-99,Managed service provider,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DevOps Management,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Individual contributor,NA,Platform Team Lead,NA,Public cloud,NA,NA,51-100,Very involved,Somewhat involved,Very involved,Very involved,Somewhat involved,Very involved,Not involved,Not involved,Very involved,Very involved,Very involved,Very involved,NA,NA,NA,Currently using,NA,NA,NA,Currently using,NA,Twitter,NA,NA,NA,NA,NA,Documentation,"Kubeweekly, Slack, Breaking our clusters semi-regularly :(",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11476559866,257620230,2020-04-04T23:15:52Z,2020-04-04T23:18:55Z,NA,NA,NA,NA,Europe,50-99,None of the above,NA,NA,Applications Developer,NA,Back-End Developer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Individual contributor,NA,Software developer,NA,Public cloud,NA,NA,201-500,Very involved,Very involved,Very involved,Very involved,Very involved,Somewhat involved,Not involved,Not involved,Very involved,Somewhat involved,Very involved,Very involved,Currently using,Currently using,Currently using,Currently using,NA,NA,NA,Currently using,NA,Twitter,NA,NA,Meet ups and local events,NA,NA,Documentation,NA,4,Complexity,NA,NA,NA,"Openshift, ECS",NA,NA,NA,NA,NA,NA,NA,NA
11476556135,257620230,2020-04-04T23:12:48Z,2020-04-04T23:15:50Z,NA,NA,NA,NA,North America,5000+,None of the above,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IT Manager/Operations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Individual contributor,NA,Senior Site Reliability Engineer,Private cloud / on-premises,Public cloud,Hybrid cloud,NA,5000+,Somewhat involved,Somewhat involved,Very involved,Somewhat involved,Not involved,Somewhat involved,Not involved,Not involved,Very involved,Somewhat involved,Very involved,Very involved,Currently using,Currently using,Currently using,Currently using,NA,NA,NA,Currently using,NA,NA,NA,NA,NA,KubeCon,NA,Documentation,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11476555208,257620230,2020-04-04T23:12:38Z,2020-04-04T23:16:41Z,NA,NA,NA,NA,Europe,5000+,Managed service provider,NA,Security Engineer,Applications Developer,NA,Back-End Developer,NA,NA,NA,NA,NA,NA,NA,DevOps Management,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Professional Services/Consultant,NA,Lead Software Engineer,Private cloud / on-premises,Public cloud,Hybrid cloud,NA,5000+,Very involved,Very involved,Very involved,Somewhat involved,Very involved,Very involved,Very involved,Not involved,Very involved,Very involved,Very involved,Very involved,Currently using,Currently using,Currently using,Currently using,NA,NA,NA,Currently using,NA,NA,NA,NA,NA,NA,NA,Documentation,NA,10,"The API allows for such compliety, expandability and scalability.",Optimise resource usage and simplify deployment of applications,Single interface for multiple different parts of infrastructure and applications,Hard work,Nomad for app runtime  Puppet creating Amis,NA,NA,NA,NA,NA,NA,NA,NA
11476553499,257620230,2020-04-04T23:09:00Z,2020-04-04T23:15:28Z,NA,NA,NA,NA,Europe,500-999,Managed service provider,Software Architect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manager/Director,NA,lead software architect,Private cloud / on-premises,Public cloud,NA,NA,501-1000,Very involved,Somewhat involved,Somewhat involved,Very involved,Somewhat involved,Very involved,Very involved,Not involved,Somewhat involved,Somewhat involved,Very involved,Very involved,Currently using,Currently using,Currently using,Currently using,Used in the past,Currently using,NA,Future plans,NA,Twitter,NA,NA,NA,NA,StackOverflow,Documentation,kubernetes up and running,7,standardizing on operational patterns,standardizing on operational patterns,eh ... it's a thing to run lots of programs,using kubernetes is easy but installing and operating it isn't,"lxc, docker, various cloud platforms",NA,NA,NA,NA,NA,NA,NA,NA
11476545677,257620230,2020-04-04T22:55:03Z,2020-04-04T23:10:29Z,NA,NA,NA,NA,Europe,1000-4999,None of the above,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Infrastructure Engineer,Individual contributor,NA,Sr. Software Engineer,NA,Public cloud,NA,NA,2001-5000,Very involved,Not involved,Somewhat involved,Somewhat involved,Not involved,Somewhat involved,Not involved,Not involved,Very involved,Very involved,Very involved,Very involved,Currently using,Currently using,Currently using,Currently using,Currently using,NA,NA,NA,NA,Twitter,YouTube,Discuss Blog,Meet ups and local events,KubeCon,NA,Documentation,NA,10,It works and gets the job done,Increase developer productivity by reducing cognitive overhead for infrastructure,Increase developer productivity by reducing cognitive overhead for infrastructure,Setup a cluster and help with onboarding teams to it.,We were using Mesos/Marathon and needed something better and modern.,NA,NA,NA,NA,NA,NA,NA,NA
11476540100,257620230,2020-04-04T22:59:37Z,2020-04-04T23:04:12Z,NA,NA,NA,NA,North America,5000+,Managed service provider,Software Architect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Individual contributor,NA,Principal Engineer,NA,Public cloud,NA,NA,5000+,Very involved,Somewhat involved,Somewhat involved,Somewhat involved,Very involved,Not involved,Not involved,Not involved,Very involved,Somewhat involved,Somewhat involved,Very involved,Currently using,Currently using,Currently using,Currently using,NA,NA,NA,Currently using,NA,NA,NA,Discuss Blog,Meet ups and local events,KubeCon,StackOverflow,Documentation,Github,10,I'm a kubernetes developer,NA,NA,NA,"if I was given a choice, I'd have gone with GKE instead of building a provisioned from the scratch",NA,NA,NA,NA,NA,NA,NA,NA
11476539899,257620230,2020-04-04T22:58:27Z,2020-04-04T23:08:27Z,NA,NA,NA,NA,North America,50-99,Managed service provider,NA,NA,NA,NA,NA,NA,Full-Stack Developer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Executive,NA,Software Engineer,NA,Public cloud,Hybrid cloud,NA,51-100,Very involved,Very involved,Very involved,Very involved,Very involved,Very involved,Very involved,Very involved,Very involved,Somewhat involved,Very involved,Very involved,Currently using,Currently using,Currently using,Currently using,NA,NA,NA,Currently using,NA,NA,YouTube,Discuss Blog,NA,KubeCon,StackOverflow,Documentation,Online Courses,9,"Scalability, Reliability",I'm trying to achieve a reliable infrastructure,I'm trying to achieve a way of mantaining software reponsive to human needs,Learn how to use kubectl to understand kubernetes,"Serverless, App Engine/Heroku kind of platform, Bare metals",NA,NA,NA,NA,NA,NA,NA,NA
11476536384,257620230,2020-04-04T22:53:34Z,2020-04-04T23:07:48Z,NA,NA,NA,NA,Europe,50-99,Managed service provider,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Training/Certification,NA,NA,NA,Systems Engineer,Individual contributor,NA,Linux System Engineer,Private cloud / on-premises,Public cloud,NA,NA,501-1000,Not involved,Not involved,Somewhat involved,Not involved,Somewhat involved,Somewhat involved,Not involved,Not involved,Very involved,Not involved,Very involved,Somewhat involved,Currently using,Currently using,Currently using,Currently using,NA,NA,Future plans,Currently using,NA,NA,NA,NA,NA,NA,NA,NA,Google event,8,With the right set of challenges Kubernetes can be a very compelling solution that allows for a high degree of automation.,Automated upgrades of applications and services by using the possibilities of the declarative nature of Kubernetes.,Make my job easier by automating common tasks.,Understand the basic building blocks of Kubernetes and figure out the limitations that the automation mechanism has to cope with and if possible overcome.,"Docker Swarm, Docker Compose  If Docker and Kubernetes would not have been created I think we would focus our efforts on automating VMs using Ansible, Saltstack or another configuration management solution.",NA,NA,NA,NA,NA,NA,NA,NA
11476529224,257620230,2020-04-04T22:51:42Z,2020-04-04T22:54:57Z,NA,NA,NA,NA,Europe,1000-4999,Managed service provider,Software Architect,Security Engineer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Professional Services/Consultant,NA,Senior Software Developer,NA,NA,Hybrid cloud,NA,21-50,Very involved,Somewhat involved,Somewhat involved,Very involved,Very involved,Somewhat involved,Somewhat involved,Not involved,Not involved,Not involved,Somewhat involved,Somewhat involved,Future plans,Currently using,Future plans,Future plans,Currently using,NA,NA,Future plans,NA,NA,NA,Discuss Blog,Meet ups and local events,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11476524737,257620230,2020-04-04T22:48:01Z,2020-04-04T22:50:55Z,NA,NA,NA,NA,Europe,10-49,Consultant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Product/Project Management,NA,NA,NA,NA,Training/Certification,Developer Relations,NA,Marketing,NA,Professional Services/Consultant,NA,Consultant,NA,Public cloud,Hybrid cloud,NA,6-20,Somewhat involved,Somewhat involved,Somewhat involved,Somewhat involved,Somewhat involved,Somewhat involved,Somewhat involved,Not involved,Somewhat involved,Somewhat involved,Somewhat involved,Somewhat involved,Currently using,Currently using,Currently using,Currently using,NA,NA,NA,NA,NA,NA,NA,NA,Meet ups and local events,NA,NA,Documentation,Code reviews for Kubernetes contributions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11473650162,257620230,2020-04-03T19:43:37Z,2020-04-22T23:26:27Z,NA,NA,NA,NA,North America,5000+,None of the above,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UX Research/Design,Individual contributor,NA,Product Designer,NA,NA,Hybrid cloud,NA,5000+,Not involved,Not involved,Not involved,Not involved,Not involved,Not involved,Not involved,Not involved,Not involved,Not involved,Not involved,Not involved,Used in the past,Currently using,Currently using,N/A,NA,NA,NA,Currently using,NA,NA,NA,NA,NA,KubeCon,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
